User ID,Timestamp,Channel,Campaign,Conversion
85049,2/11/2025 4:51,Social Media,Retargeting,Yes
67211,2/11/2025 12:24,Social Media,Winter Sale,Yes
83035,2/11/2025 2:33,Email,Winter Sale,No
73105,2/11/2025 17:13,Display Ads,-,Yes
63337,2/11/2025 22:03,Search Ads,New Product Launch,No
26185,2/11/2025 16:40,Social Media,Winter Sale,No
58797,2/10/2025 20:15,Social Media,-,No
67935,2/10/2025 22:15,Display Ads,Winter Sale,Yes
81888,2/11/2025 0:28,Email,Retargeting,Yes
42030,2/11/2025 6:17,Search Ads,New Product Launch,No
94486,2/11/2025 11:12,Social Media,Retargeting,No
55829,2/11/2025 4:46,Social Media,Retargeting,Yes
50840,2/10/2025 17:42,Display Ads,Discount Offer,Yes
76871,2/10/2025 9:24,Direct Traffic,-,No
25845,2/10/2025 0:34,Referral,Retargeting,Yes
32160,2/11/2025 7:51,Referral,Discount Offer,No
43175,2/11/2025 22:13,Email,Discount Offer,Yes
83965,2/10/2025 12:36,Direct Traffic,-,No
47781,2/10/2025 3:03,Direct Traffic,-,Yes
45812,2/11/2025 6:37,Display Ads,Retargeting,Yes
45622,2/11/2025 18:43,Social Media,New Product Launch,Yes
55079,2/11/2025 21:05,Direct Traffic,-,Yes
60226,2/10/2025 6:16,Search Ads,New Product Launch,No
52130,2/11/2025 19:13,Direct Traffic,-,No
96142,2/10/2025 21:25,Search Ads,Brand Awareness,Yes
69602,2/10/2025 20:33,Referral,Retargeting,No
61352,2/10/2025 12:07,Social Media,Retargeting,Yes
93270,2/10/2025 0:19,Email,Discount Offer,Yes
35887,2/10/2025 14:37,Social Media,Discount Offer,Yes
74629,2/10/2025 5:43,Direct Traffic,-,Yes
37380,2/10/2025 7:38,Display Ads,Brand Awareness,No
10698,2/10/2025 2:15,Referral,New Product Launch,No
67893,2/11/2025 23:59,Search Ads,New Product Launch,Yes
78241,2/11/2025 2:04,Display Ads,New Product Launch,Yes
88708,2/10/2025 1:52,Display Ads,New Product Launch,No
18572,2/11/2025 12:59,Direct Traffic,-,No
43361,2/10/2025 0:16,Search Ads,Winter Sale,No
67809,2/11/2025 9:45,Referral,Retargeting,No
18348,2/10/2025 9:50,Display Ads,Winter Sale,Yes
64907,2/10/2025 14:12,Email,Discount Offer,Yes
28998,2/11/2025 23:06,Email,Brand Awareness,No
55631,2/11/2025 19:24,Search Ads,New Product Launch,No
14398,2/10/2025 12:08,Direct Traffic,-,No
73835,2/10/2025 2:57,Direct Traffic,-,No
38175,2/11/2025 10:40,Social Media,Discount Offer,No
38857,2/10/2025 20:17,Search Ads,Retargeting,Yes
23279,2/11/2025 20:11,Email,Retargeting,Yes
82446,2/11/2025 2:49,Social Media,Brand Awareness,No
73029,2/10/2025 10:16,Email,-,No
64228,2/10/2025 14:34,Email,Retargeting,Yes
87642,2/10/2025 11:20,Search Ads,Discount Offer,No
11780,2/10/2025 15:07,Display Ads,Brand Awareness,No
30429,2/11/2025 2:34,Display Ads,-,No
11209,2/10/2025 22:14,Email,Winter Sale,No
51437,2/10/2025 22:29,Referral,Winter Sale,Yes
90848,2/10/2025 1:12,Referral,Retargeting,No
49394,2/11/2025 16:46,Email,Winter Sale,Yes
57108,2/10/2025 0:57,Direct Traffic,-,Yes
83035,2/11/2025 21:18,Email,Discount Offer,No
50295,2/10/2025 1:04,Social Media,Discount Offer,No
28194,2/10/2025 11:40,Social Media,Brand Awareness,Yes
40130,2/11/2025 1:58,Referral,Winter Sale,Yes
17879,2/11/2025 23:08,Referral,Retargeting,No
80960,2/11/2025 22:36,Search Ads,Retargeting,No
49913,2/10/2025 18:37,Email,Discount Offer,Yes
15418,2/11/2025 2:57,Email,New Product Launch,No
60973,2/10/2025 5:22,Referral,New Product Launch,No
22755,2/10/2025 9:50,Social Media,-,No
34938,2/10/2025 2:32,Direct Traffic,-,Yes
30521,2/10/2025 0:01,Display Ads,Discount Offer,Yes
78560,2/10/2025 9:46,Referral,Retargeting,No
42806,2/11/2025 5:45,Social Media,Winter Sale,No
54089,2/10/2025 21:42,Direct Traffic,-,Yes
35337,2/10/2025 16:30,Direct Traffic,-,Yes
28289,2/10/2025 22:34,Search Ads,New Product Launch,Yes
25172,2/11/2025 8:13,Referral,Brand Awareness,No
98219,2/10/2025 6:57,Search Ads,Retargeting,No
49456,2/11/2025 11:01,Referral,-,No
70378,2/10/2025 2:11,Email,Winter Sale,No
96740,2/10/2025 8:23,Display Ads,Winter Sale,Yes
97780,2/11/2025 19:48,Display Ads,-,Yes
72645,2/10/2025 9:04,Social Media,-,No
28589,2/11/2025 14:22,Search Ads,-,Yes
44303,2/11/2025 9:45,Social Media,Discount Offer,Yes
42970,2/11/2025 10:51,Referral,Brand Awareness,No
52689,2/10/2025 1:20,Referral,New Product Launch,No
83355,2/10/2025 15:11,Direct Traffic,-,Yes
56050,2/10/2025 11:50,Display Ads,Brand Awareness,Yes
71027,2/11/2025 6:13,Display Ads,New Product Launch,No
62697,2/10/2025 8:05,Email,New Product Launch,No
86014,2/11/2025 18:37,Referral,New Product Launch,Yes
57669,2/10/2025 5:31,Email,Brand Awareness,Yes
28047,2/11/2025 7:21,Email,Discount Offer,No
35598,2/11/2025 17:32,Display Ads,Winter Sale,Yes
68838,2/10/2025 20:10,Email,-,No
46506,2/10/2025 2:12,Display Ads,New Product Launch,Yes
56855,2/11/2025 20:48,Email,Winter Sale,No
28385,2/11/2025 13:26,Display Ads,Retargeting,Yes
69316,2/10/2025 22:13,Referral,Brand Awareness,No
85470,2/11/2025 22:42,Direct Traffic,-,No
32424,2/10/2025 1:27,Search Ads,Brand Awareness,No
95665,2/11/2025 17:01,Social Media,Brand Awareness,Yes
10255,2/10/2025 1:10,Social Media,New Product Launch,No
49673,2/11/2025 0:35,Search Ads,Winter Sale,Yes
67175,2/10/2025 13:06,Referral,Brand Awareness,No
26693,2/10/2025 18:50,Social Media,New Product Launch,Yes
69421,2/11/2025 13:01,Email,Brand Awareness,Yes
24765,2/10/2025 23:17,Display Ads,New Product Launch,Yes
28144,2/10/2025 17:52,Display Ads,Retargeting,No
57669,2/10/2025 14:09,Direct Traffic,-,No
62225,2/10/2025 17:08,Direct Traffic,-,No
38683,2/11/2025 4:02,Search Ads,Brand Awareness,No
32344,2/10/2025 19:33,Referral,Winter Sale,Yes
62422,2/11/2025 20:50,Direct Traffic,-,Yes
31278,2/11/2025 21:42,Search Ads,-,No
79091,2/11/2025 12:42,Email,-,Yes
25105,2/11/2025 2:44,Email,New Product Launch,No
46221,2/11/2025 12:50,Search Ads,Winter Sale,Yes
68891,2/10/2025 11:13,Referral,Brand Awareness,Yes
54874,2/10/2025 0:18,Email,Retargeting,No
38822,2/11/2025 23:09,Direct Traffic,-,No
67860,2/11/2025 21:55,Referral,Winter Sale,No
29015,2/10/2025 23:11,Email,Winter Sale,No
33189,2/10/2025 21:59,Referral,Discount Offer,No
27470,2/10/2025 3:00,Referral,Brand Awareness,Yes
74300,2/11/2025 22:48,Display Ads,New Product Launch,No
71932,2/10/2025 6:03,Social Media,-,Yes
37659,2/10/2025 8:16,Email,Winter Sale,Yes
97706,2/10/2025 2:18,Search Ads,Discount Offer,No
80739,2/10/2025 11:08,Referral,-,Yes
72532,2/10/2025 3:21,Display Ads,-,Yes
41901,2/11/2025 12:05,Display Ads,New Product Launch,No
76065,2/10/2025 5:50,Referral,Brand Awareness,Yes
62298,2/11/2025 4:42,Email,-,Yes
97844,2/10/2025 21:30,Display Ads,Discount Offer,Yes
34218,2/10/2025 14:43,Display Ads,New Product Launch,No
89800,2/10/2025 5:04,Email,Brand Awareness,No
34943,2/11/2025 10:17,Direct Traffic,-,Yes
15640,2/11/2025 2:22,Referral,Winter Sale,Yes
43603,2/11/2025 20:20,Email,New Product Launch,No
41941,2/11/2025 0:42,Direct Traffic,-,Yes
28297,2/10/2025 8:17,Referral,Brand Awareness,No
64781,2/11/2025 10:51,Referral,Brand Awareness,No
79163,2/11/2025 16:34,Social Media,Brand Awareness,Yes
76743,2/10/2025 2:09,Direct Traffic,-,No
40517,2/11/2025 19:12,Direct Traffic,-,No
98418,2/11/2025 10:14,Search Ads,Brand Awareness,No
76066,2/11/2025 14:53,Social Media,New Product Launch,Yes
65966,2/10/2025 20:56,Social Media,Winter Sale,Yes
16083,2/10/2025 10:06,Display Ads,-,No
25845,2/11/2025 2:58,Email,-,Yes
64032,2/11/2025 0:24,Email,-,Yes
52260,2/10/2025 12:50,Search Ads,Brand Awareness,No
84395,2/10/2025 22:21,Social Media,Brand Awareness,No
35789,2/10/2025 10:44,Direct Traffic,-,Yes
72415,2/11/2025 12:53,Direct Traffic,-,No
72077,2/10/2025 17:43,Email,-,No
86824,2/11/2025 9:21,Social Media,New Product Launch,No
54070,2/11/2025 11:01,Search Ads,Retargeting,Yes
91093,2/11/2025 15:57,Social Media,Retargeting,Yes
50176,2/10/2025 18:08,Display Ads,New Product Launch,Yes
37916,2/11/2025 0:29,Search Ads,Discount Offer,Yes
70222,2/11/2025 18:48,Search Ads,Brand Awareness,No
55513,2/10/2025 18:48,Direct Traffic,-,Yes
41115,2/11/2025 10:54,Referral,Discount Offer,No
37591,2/10/2025 11:25,Social Media,-,No
64747,2/11/2025 19:28,Search Ads,Discount Offer,Yes
11741,2/10/2025 23:08,Display Ads,Discount Offer,Yes
64742,2/10/2025 5:31,Referral,Brand Awareness,No
27814,2/11/2025 19:32,Referral,Winter Sale,No
86886,2/10/2025 3:11,Display Ads,-,No
62107,2/11/2025 9:05,Direct Traffic,-,No
33292,2/10/2025 21:20,Search Ads,Brand Awareness,Yes
22943,2/10/2025 20:48,Referral,Winter Sale,No
69192,2/11/2025 7:01,Social Media,Retargeting,Yes
96142,2/10/2025 20:29,Search Ads,Winter Sale,No
11661,2/11/2025 22:42,Display Ads,Brand Awareness,Yes
85049,2/10/2025 15:54,Referral,Retargeting,No
15259,2/10/2025 16:01,Direct Traffic,-,No
33255,2/10/2025 22:58,Email,Brand Awareness,Yes
67455,2/10/2025 15:58,Search Ads,New Product Launch,No
79019,2/11/2025 22:39,Display Ads,Retargeting,No
16255,2/10/2025 23:02,Social Media,Retargeting,No
31185,2/11/2025 1:16,Search Ads,Winter Sale,No
24014,2/11/2025 23:46,Email,Retargeting,Yes
16814,2/10/2025 19:15,Display Ads,Brand Awareness,No
35664,2/10/2025 5:30,Social Media,Winter Sale,Yes
95461,2/10/2025 12:54,Search Ads,Discount Offer,Yes
49375,2/10/2025 13:47,Social Media,Brand Awareness,Yes
35887,2/10/2025 15:59,Search Ads,New Product Launch,No
80259,2/10/2025 16:50,Direct Traffic,-,No
26511,2/10/2025 20:05,Direct Traffic,-,Yes
97446,2/10/2025 20:35,Display Ads,Winter Sale,No
22863,2/11/2025 0:23,Social Media,Brand Awareness,Yes
17784,2/10/2025 9:53,Email,Discount Offer,Yes
12275,2/11/2025 1:57,Email,Discount Offer,No
99782,2/10/2025 18:55,Search Ads,New Product Launch,Yes
65082,2/10/2025 17:15,Referral,Brand Awareness,Yes
62061,2/11/2025 18:51,Email,New Product Launch,No
85426,2/11/2025 12:37,Display Ads,-,No
86085,2/10/2025 7:19,Search Ads,Discount Offer,No
60022,2/11/2025 8:24,Direct Traffic,-,Yes
52397,2/10/2025 5:23,Search Ads,Winter Sale,No
12755,2/11/2025 16:54,Email,Discount Offer,No
78560,2/10/2025 7:58,Search Ads,Retargeting,No
38252,2/11/2025 12:29,Referral,Discount Offer,No
29719,2/10/2025 15:45,Social Media,Brand Awareness,No
23415,2/10/2025 2:47,Email,-,No
90548,2/11/2025 0:23,Direct Traffic,-,No
98152,2/11/2025 20:36,Social Media,Retargeting,Yes
73373,2/11/2025 0:17,Display Ads,Discount Offer,No
48639,2/11/2025 23:22,Email,New Product Launch,Yes
62843,2/11/2025 23:37,Display Ads,Brand Awareness,No
51664,2/11/2025 19:00,Social Media,-,Yes
58703,2/11/2025 0:58,Direct Traffic,-,No
24215,2/11/2025 22:05,Search Ads,Brand Awareness,No
45575,2/11/2025 15:08,Display Ads,-,No
34498,2/11/2025 14:25,Display Ads,Discount Offer,Yes
77091,2/11/2025 14:22,Display Ads,Brand Awareness,Yes
15233,2/10/2025 11:19,Search Ads,-,Yes
22741,2/10/2025 13:15,Email,Discount Offer,No
77184,2/11/2025 7:44,Display Ads,Discount Offer,No
51068,2/10/2025 19:43,Social Media,New Product Launch,No
44397,2/10/2025 11:03,Social Media,Retargeting,No
21910,2/11/2025 21:08,Referral,-,Yes
57372,2/11/2025 13:58,Social Media,-,No
19385,2/10/2025 9:34,Referral,New Product Launch,Yes
90632,2/10/2025 18:41,Search Ads,New Product Launch,No
79192,2/10/2025 23:30,Referral,New Product Launch,No
37386,2/11/2025 19:56,Direct Traffic,-,Yes
85049,2/11/2025 21:08,Search Ads,Brand Awareness,No
75328,2/11/2025 17:33,Social Media,Retargeting,No
39158,2/10/2025 16:51,Social Media,Retargeting,Yes
55745,2/10/2025 10:16,Referral,Brand Awareness,No
84203,2/10/2025 17:54,Social Media,-,Yes
40965,2/11/2025 17:37,Email,Retargeting,Yes
95461,2/10/2025 20:32,Referral,Winter Sale,No
85486,2/10/2025 13:01,Social Media,Brand Awareness,Yes
22773,2/10/2025 13:43,Social Media,Discount Offer,Yes
91904,2/10/2025 6:04,Email,-,Yes
25246,2/11/2025 13:24,Referral,-,No
54106,2/10/2025 10:39,Social Media,Brand Awareness,No
11741,2/11/2025 12:51,Referral,Discount Offer,No
10442,2/10/2025 19:54,Search Ads,Winter Sale,Yes
15891,2/11/2025 23:45,Direct Traffic,-,No
26541,2/11/2025 15:53,Email,Discount Offer,Yes
46911,2/10/2025 21:47,Search Ads,Brand Awareness,Yes
96598,2/10/2025 2:05,Search Ads,-,No
72959,2/10/2025 20:08,Direct Traffic,-,No
54070,2/11/2025 22:28,Direct Traffic,-,No
65082,2/11/2025 5:01,Direct Traffic,-,No
52320,2/11/2025 22:04,Search Ads,Discount Offer,No
75095,2/11/2025 17:13,Social Media,Retargeting,No
11831,2/10/2025 13:11,Social Media,Discount Offer,Yes
37382,2/10/2025 10:14,Display Ads,Retargeting,Yes
45750,2/10/2025 10:13,Display Ads,Brand Awareness,Yes
18298,2/10/2025 23:36,Search Ads,Brand Awareness,Yes
47795,2/11/2025 14:49,Social Media,Winter Sale,No
72028,2/10/2025 6:52,Social Media,Brand Awareness,Yes
85844,2/11/2025 2:33,Display Ads,Winter Sale,Yes
34498,2/10/2025 11:52,Referral,Brand Awareness,Yes
23781,2/10/2025 23:34,Social Media,Winter Sale,Yes
53293,2/11/2025 14:39,Direct Traffic,-,No
35006,2/11/2025 19:52,Direct Traffic,-,No
64767,2/10/2025 23:08,Social Media,Winter Sale,Yes
40517,2/11/2025 5:27,Display Ads,Brand Awareness,Yes
50839,2/10/2025 4:34,Referral,Discount Offer,No
37121,2/10/2025 23:04,Social Media,Discount Offer,No
72095,2/11/2025 3:45,Social Media,Winter Sale,No
27371,2/10/2025 15:45,Email,Retargeting,Yes
99093,2/11/2025 10:46,Direct Traffic,-,No
38468,2/10/2025 16:36,Direct Traffic,-,No
77184,2/11/2025 3:02,Referral,Retargeting,No
35409,2/11/2025 4:15,Email,Winter Sale,No
57564,2/10/2025 8:20,Direct Traffic,-,Yes
50653,2/10/2025 1:05,Direct Traffic,-,Yes
58748,2/10/2025 21:08,Referral,-,No
80527,2/11/2025 4:01,Social Media,-,No
65871,2/11/2025 2:24,Referral,Winter Sale,No
24876,2/10/2025 14:39,Search Ads,Brand Awareness,Yes
76689,2/11/2025 6:10,Display Ads,-,Yes
30460,2/10/2025 19:30,Search Ads,-,No
33843,2/11/2025 21:25,Referral,New Product Launch,Yes
84413,2/10/2025 13:21,Direct Traffic,-,Yes
46977,2/11/2025 4:20,Referral,Brand Awareness,Yes
79181,2/10/2025 8:13,Email,-,Yes
24594,2/10/2025 6:44,Email,Retargeting,No
75841,2/11/2025 12:29,Display Ads,-,Yes
78381,2/10/2025 5:51,Direct Traffic,-,No
14476,2/11/2025 0:36,Direct Traffic,-,No
92673,2/11/2025 16:09,Social Media,Retargeting,Yes
61368,2/11/2025 6:17,Social Media,Discount Offer,No
70850,2/11/2025 18:55,Display Ads,-,No
27925,2/10/2025 1:27,Social Media,-,No
47829,2/10/2025 16:10,Social Media,Brand Awareness,Yes
27106,2/11/2025 6:26,Direct Traffic,-,No
33292,2/10/2025 13:34,Email,Winter Sale,No
45981,2/11/2025 1:58,Direct Traffic,-,No
81190,2/10/2025 3:07,Display Ads,-,No
78646,2/11/2025 16:09,Display Ads,Brand Awareness,No
52236,2/11/2025 6:11,Display Ads,New Product Launch,No
78441,2/10/2025 20:02,Email,Brand Awareness,Yes
79883,2/11/2025 20:39,Referral,New Product Launch,Yes
91448,2/11/2025 22:32,Direct Traffic,-,No
61985,2/10/2025 0:39,Social Media,-,Yes
18995,2/10/2025 14:34,Direct Traffic,-,No
97844,2/11/2025 15:52,Social Media,Brand Awareness,No
94548,2/10/2025 8:16,Search Ads,Winter Sale,No
44400,2/11/2025 15:17,Social Media,New Product Launch,Yes
52553,2/11/2025 6:02,Referral,Discount Offer,No
79100,2/10/2025 16:34,Search Ads,New Product Launch,No
26511,2/10/2025 13:40,Email,Brand Awareness,Yes
34649,2/10/2025 17:05,Email,Brand Awareness,Yes
87191,2/11/2025 3:37,Email,New Product Launch,Yes
93431,2/11/2025 2:14,Social Media,-,No
11894,2/10/2025 3:13,Display Ads,Discount Offer,Yes
93328,2/10/2025 3:24,Search Ads,New Product Launch,No
83615,2/11/2025 7:56,Direct Traffic,-,Yes
76645,2/11/2025 11:34,Search Ads,Winter Sale,Yes
82497,2/10/2025 18:23,Direct Traffic,-,No
54877,2/11/2025 8:13,Referral,Brand Awareness,No
73527,2/11/2025 12:10,Display Ads,Winter Sale,No
21504,2/11/2025 22:51,Display Ads,Discount Offer,No
81847,2/10/2025 2:48,Search Ads,Brand Awareness,No
50636,2/11/2025 20:19,Search Ads,Discount Offer,No
93007,2/11/2025 23:36,Referral,Winter Sale,No
81446,2/11/2025 23:22,Display Ads,Discount Offer,No
78932,2/10/2025 12:21,Direct Traffic,-,Yes
76821,2/10/2025 16:13,Display Ads,Discount Offer,Yes
63990,2/11/2025 9:04,Referral,New Product Launch,Yes
82701,2/11/2025 7:29,Social Media,Winter Sale,No
46667,2/10/2025 7:17,Email,Brand Awareness,Yes
94486,2/11/2025 9:43,Social Media,Discount Offer,No
71911,2/11/2025 1:33,Referral,Retargeting,Yes
62107,2/10/2025 14:46,Display Ads,New Product Launch,No
43603,2/11/2025 19:36,Email,New Product Launch,No
29773,2/10/2025 21:11,Search Ads,Discount Offer,No
47152,2/11/2025 20:01,Email,Brand Awareness,No
21504,2/11/2025 8:49,Referral,Brand Awareness,No
38485,2/10/2025 11:04,Social Media,New Product Launch,Yes
64157,2/11/2025 3:27,Referral,Discount Offer,No
69192,2/11/2025 14:28,Search Ads,Discount Offer,No
26783,2/11/2025 7:27,Social Media,New Product Launch,No
75656,2/10/2025 7:24,Display Ads,Winter Sale,Yes
74513,2/11/2025 18:44,Email,-,No
81851,2/10/2025 17:10,Social Media,Discount Offer,Yes
17272,2/11/2025 19:12,Search Ads,Winter Sale,No
85470,2/11/2025 0:20,Email,New Product Launch,No
58238,2/10/2025 11:13,Direct Traffic,-,Yes
80551,2/11/2025 9:03,Social Media,Winter Sale,Yes
65497,2/11/2025 18:07,Direct Traffic,-,No
96934,2/10/2025 12:38,Email,Winter Sale,Yes
85725,2/10/2025 13:01,Direct Traffic,-,No
28144,2/10/2025 9:30,Social Media,New Product Launch,No
34310,2/10/2025 7:50,Social Media,Winter Sale,No
65207,2/10/2025 6:22,Social Media,New Product Launch,No
44397,2/11/2025 15:16,Email,Discount Offer,No
28297,2/10/2025 7:49,Display Ads,Discount Offer,No
20306,2/11/2025 7:47,Social Media,Retargeting,No
98237,2/11/2025 19:42,Display Ads,Winter Sale,Yes
63416,2/11/2025 23:59,Social Media,New Product Launch,No
78831,2/10/2025 14:49,Search Ads,Discount Offer,No
35337,2/10/2025 15:38,Email,New Product Launch,Yes
83481,2/11/2025 17:05,Display Ads,Retargeting,Yes
37559,2/10/2025 2:30,Direct Traffic,-,Yes
72636,2/10/2025 0:32,Search Ads,New Product Launch,No
11295,2/10/2025 5:48,Social Media,Brand Awareness,Yes
98670,2/11/2025 3:35,Search Ads,Discount Offer,Yes
77483,2/10/2025 3:02,Display Ads,Winter Sale,Yes
62843,2/11/2025 15:12,Email,Brand Awareness,No
64153,2/10/2025 2:39,Referral,Brand Awareness,No
36625,2/10/2025 16:14,Email,Brand Awareness,Yes
35980,2/10/2025 11:04,Direct Traffic,-,Yes
81847,2/10/2025 19:26,Search Ads,-,Yes
92988,2/11/2025 23:03,Referral,Retargeting,Yes
28265,2/10/2025 6:40,Display Ads,Brand Awareness,No
94932,2/11/2025 7:35,Direct Traffic,-,No
64541,2/11/2025 11:21,Display Ads,Discount Offer,No
15277,2/11/2025 16:45,Email,New Product Launch,No
35212,2/11/2025 12:31,Display Ads,Retargeting,Yes
31070,2/11/2025 21:33,Social Media,-,No
58703,2/10/2025 8:34,Social Media,Discount Offer,No
71306,2/11/2025 6:00,Social Media,Retargeting,Yes
64867,2/11/2025 2:22,Email,New Product Launch,No
21690,2/10/2025 14:08,Display Ads,Discount Offer,Yes
43094,2/11/2025 23:08,Email,Brand Awareness,Yes
86081,2/11/2025 14:10,Display Ads,New Product Launch,Yes
89239,2/11/2025 3:17,Email,New Product Launch,No
83312,2/10/2025 19:33,Email,Retargeting,Yes
85725,2/10/2025 0:30,Direct Traffic,-,Yes
69301,2/10/2025 15:40,Display Ads,Discount Offer,Yes
36375,2/11/2025 4:04,Display Ads,Brand Awareness,Yes
95960,2/11/2025 16:25,Social Media,Brand Awareness,Yes
64747,2/10/2025 6:06,Social Media,-,No
45315,2/11/2025 12:59,Display Ads,New Product Launch,Yes
80046,2/11/2025 18:12,Search Ads,-,Yes
80999,2/10/2025 13:36,Social Media,-,No
87642,2/11/2025 5:57,Email,New Product Launch,No
60881,2/11/2025 14:54,Direct Traffic,-,No
25147,2/11/2025 17:45,Display Ads,Retargeting,No
86112,2/11/2025 21:47,Search Ads,Brand Awareness,No
28729,2/11/2025 2:31,Direct Traffic,-,Yes
90897,2/11/2025 12:06,Display Ads,-,Yes
39379,2/11/2025 0:50,Display Ads,Retargeting,No
80602,2/10/2025 0:02,Display Ads,-,No
88293,2/10/2025 5:45,Social Media,Retargeting,No
