User ID,Timestamp,Campaign,Conversion,Channel_Direct Traffic,Channel_Display Ads,Channel_Email,Channel_Referral,Channel_Search Ads,Channel_Social Media
12712,2025-02-11 05:29:38,-,No,True,False,False,False,False,False
12731,2025-02-10 03:28:15,Winter Sale,Yes,False,False,False,False,True,False
12731,2025-02-10 05:03:41,Winter Sale,No,False,False,False,False,True,False
12731,2025-02-11 12:42:13,Brand Awareness,Yes,False,False,False,False,True,False
12755,2025-02-10 20:51:56,Brand Awareness,No,False,False,False,True,False,False
12755,2025-02-11 16:54:18,Discount Offer,No,False,False,True,False,False,False
12756,2025-02-10 11:08:29,Discount Offer,No,False,False,True,False,False,False
12756,2025-02-11 00:20:14,New Product Launch,No,False,False,False,True,False,False
12756,2025-02-11 06:28:21,-,No,True,False,False,False,False,False
12797,2025-02-10 00:04:44,Brand Awareness,Yes,False,False,False,False,True,False
12797,2025-02-11 00:32:49,-,No,False,False,False,False,False,True
12806,2025-02-11 04:26:25,New Product Launch,Yes,False,False,False,False,True,False
12806,2025-02-11 09:38:24,New Product Launch,No,False,False,False,False,False,True
12855,2025-02-10 04:55:01,-,Yes,False,False,False,False,True,False
12855,2025-02-11 03:32:44,-,No,False,False,False,False,False,True
12855,2025-02-11 06:24:01,Winter Sale,Yes,False,False,False,True,False,False
12863,2025-02-10 07:30:17,Winter Sale,Yes,False,False,True,False,False,False
12863,2025-02-11 03:03:58,New Product Launch,No,False,False,False,False,True,False
12863,2025-02-11 16:17:39,Winter Sale,Yes,False,False,True,False,False,False
12877,2025-02-10 02:08:27,Winter Sale,Yes,False,True,False,False,False,False
12877,2025-02-10 11:57:46,-,Yes,True,False,False,False,False,False
12877,2025-02-10 12:59:50,Brand Awareness,No,False,False,True,False,False,False
12877,2025-02-11 08:45:07,Retargeting,No,False,False,True,False,False,False
12877,2025-02-11 14:01:46,Brand Awareness,Yes,False,False,False,False,True,False
13004,2025-02-10 03:26:00,New Product Launch,Yes,False,False,False,True,False,False
13004,2025-02-10 23:25:28,New Product Launch,Yes,False,False,False,False,False,True
13004,2025-02-11 05:31:36,Retargeting,Yes,False,False,True,False,False,False
13004,2025-02-11 05:50:14,Winter Sale,Yes,False,False,False,True,False,False
13004,2025-02-11 10:41:37,New Product Launch,Yes,False,False,False,False,False,True
13004,2025-02-11 13:20:55,-,Yes,False,False,True,False,False,False
13035,2025-02-10 01:42:56,Winter Sale,No,False,False,False,False,False,True
13035,2025-02-10 10:34:59,Winter Sale,Yes,False,False,True,False,False,False
13035,2025-02-11 01:23:02,Retargeting,Yes,False,False,False,False,True,False
13035,2025-02-11 03:58:24,Winter Sale,No,False,False,False,True,False,False
13035,2025-02-11 05:31:12,Brand Awareness,Yes,False,False,False,False,True,False
13035,2025-02-11 16:06:30,-,Yes,True,False,False,False,False,False
13090,2025-02-10 01:43:46,New Product Launch,Yes,False,False,True,False,False,False
13090,2025-02-10 02:07:21,Brand Awareness,Yes,False,False,False,False,False,True
13090,2025-02-10 20:45:22,Retargeting,No,False,False,False,False,False,True
13090,2025-02-11 22:47:54,Discount Offer,Yes,False,False,False,True,False,False
13102,2025-02-10 12:29:35,Winter Sale,Yes,False,False,False,True,False,False
13102,2025-02-11 01:19:16,New Product Launch,Yes,False,False,False,False,True,False
13116,2025-02-10 01:45:02,-,Yes,True,False,False,False,False,False
13116,2025-02-11 09:05:26,Discount Offer,No,False,True,False,False,False,False
13116,2025-02-11 16:44:55,Winter Sale,No,False,False,False,True,False,False
13125,2025-02-10 04:33:14,-,Yes,False,False,False,False,False,True
13125,2025-02-10 05:19:16,-,Yes,True,False,False,False,False,False
13125,2025-02-11 15:14:43,Retargeting,Yes,False,False,False,False,True,False
13139,2025-02-11 06:43:55,Discount Offer,No,False,False,False,False,False,True
13139,2025-02-11 22:47:54,Brand Awareness,No,False,False,False,True,False,False
13184,2025-02-10 15:08:40,Winter Sale,No,False,True,False,False,False,False
13184,2025-02-10 17:53:17,Brand Awareness,Yes,False,False,False,False,True,False
13184,2025-02-11 10:03:21,-,Yes,False,False,False,False,True,False
13184,2025-02-11 11:04:09,-,No,False,False,True,False,False,False
13186,2025-02-10 00:43:36,Discount Offer,No,False,False,True,False,False,False
13186,2025-02-10 03:37:25,-,No,True,False,False,False,False,False
13186,2025-02-10 07:39:35,New Product Launch,No,False,False,False,False,False,True
13186,2025-02-10 12:53:13,Winter Sale,No,False,True,False,False,False,False
13186,2025-02-10 19:18:16,New Product Launch,No,False,False,True,False,False,False
13186,2025-02-11 00:33:05,New Product Launch,No,False,False,False,True,False,False
13186,2025-02-11 02:16:11,Discount Offer,No,False,True,False,False,False,False
13186,2025-02-11 02:18:57,Brand Awareness,Yes,False,True,False,False,False,False
13186,2025-02-11 06:08:42,New Product Launch,No,False,True,False,False,False,False
13186,2025-02-11 06:20:31,-,No,True,False,False,False,False,False
13186,2025-02-11 09:28:39,Brand Awareness,No,False,False,True,False,False,False
13186,2025-02-11 15:55:25,Retargeting,No,False,False,False,True,False,False
13191,2025-02-10 08:11:48,Winter Sale,Yes,False,True,False,False,False,False
13191,2025-02-10 14:36:50,-,Yes,False,False,False,True,False,False
13191,2025-02-10 17:46:20,-,No,True,False,False,False,False,False
